id,address,at_street,description,latitude,longitude,municipality,name,on_street
"node-north-valenti-fareunpaid",,,"North Station - Unpaid side of fare gates","42.3649","-71.059783","Boston","North Station",
"638",,"Granfield Avenue",,"42.290089","-71.124166","Boston","Washington St @ Granfield Ave","Washington Street"
"node-sstat-north-fareunpaid",,,"South Station - Unpaid side of fare gates",,,"Boston","South Station",
"WML-0125-02",,,"Wellesley Farms - Commuter Rail - Track 2","42.323608","-71.272288","Wellesley","Wellesley Farms",
"6418",,"Williams Avenue",,"42.251576","-71.119533","Boston","Truman Hwy @ Williams Ave","Truman Highway"
"node-north-wcausewayexitstairs-bottom",,,"North Station - Bottom of exit-only stairs between Lechmere & North platform and Causeway Street","42.365356","-71.060361","Boston","North Station",
"node-knncl-sbmain-farepaid",,,"Kendall/MIT - Paid side of fare gates","42.362366","-71.086186","Cambridge","Kendall/MIT",
"109821",,"Washington Avenue",,"42.372701","-70.971585","Winthrop","Veterans Rd @ Washington Ave","Veterans Road"
"8649",,,,"42.4237","-71.208366","Lexington","Pleasant St @ Luongo's Farm Lane","Pleasant Street"
"node-wlsta-stair7-street",,,"Wollaston - Top of stairs between Newport Avenue and lobby",,,"Quincy","Wollaston",
"3088",,"Adams Street",,"42.298223","-71.057257","Boston","Gibson St @ Adams St","Gibson Street"
"7307",,"Washington Street",,"42.469586","-70.957219","Lynn","Western Ave @ Washington St","Western Avenue"
"5873",,"Curtis Street",,"42.381827","-71.020354","Boston","Bennington St @ Harmony St","Bennington Street"
"node-knncl-nbsec-fareunpaid",,,"Kendall/MIT - Unpaid side of fare gates",,,"Cambridge","Kendall/MIT",
"2840",,"Baldwin Street",,"42.38125","-71.070852","Boston","Main St @ Baldwin St","Main Street"
"node-854-lobby",,,"Back Bay - Top of Track 2 elevator",,,"Boston","Back Bay",
"place-WML-0364","1 Pine St, North Grafton, MA 01536-1856",,,"42.2466","-71.685325","Grafton","Grafton",
"10923",,"Wood Avenue",,"42.274133","-71.109187","Boston","Cummins Hwy @ Wood Ave","Cummins Highway"
"21587",,"Jewish War Veterans Drive",,"42.300863","-71.102447","Boston","Circuit Dr opp Shattuck Hospital","Forest Hills Entrance Drive"
"node-pktrm-nbexitunpaid",,,"Park Street - Unpaid side of exit-only gate",,,"Boston","Park Street",
"door-portr-escal",,,"Porter - Somerville Ave, Massachusetts Ave","42.388475","-71.119212","Cambridge","Porter - Somerville Ave, Massachusetts Ave",
"node-eliot-boylwr-platform",,,"Eliot - Top of ramp to westbound Boylston Street","42.31876","-71.215955","Newton","Eliot",
"node-dwnxg-stair11-lobby",,,"Downtown Crossing - Bottom of exit-only stairs from Oak Grove platform",,,"Boston","Downtown Crossing",
"1423",,"Norfolk Street",,"42.373148","-71.096101","Cambridge","Cambridge St @ Norfolk St","Cambridge Street"
"23391",,,"Back Bay - Busway","42.347441","-71.074592","Boston","Back Bay","Busway"
"node-sbmnl-845-platform",,,"Stony Brook - Bottom of Elevator 845","42.317298","-71.104284","Boston","Stony Brook",
"node-rugg-forsythstairs-bottom",,,"Ruggles - Bottom of Forsyth Street entrance stairs",,,"Boston","Ruggles",
"49826",,"Prospect Street",,"42.479184","-71.150086","Woburn","Montvale Ave @ Prospect St","Montvale Avenue"
"node-qnctr-burgin-door",,,"Quincy Center - Burgin Parkway entryway","42.251483","-71.005374","Quincy","Quincy Center",
"4534",,"Tracy Avenue",,"42.480083","-70.94609","Lynn","Western Ave @ Tracy Ave","Western Avenue"
"9434",,,,"42.345304","-71.104558","Boston","Park Dr @ Fenway Sta","Park Drive"
"2385",,"Central Street",,"42.392521","-71.10069","Somerville","Medford St @ Central St","Medford Street"
"3320",,"Oakwood Road",,"42.258635","-70.975008","Quincy","Palmer St opp Oakwood Rd","Palmer Street"
"node-352-top",,,"Alewife - Top of Escalator 352 from platform to concourse","42.396161","-71.14136","Cambridge","Alewife",
"74614","Silver Line Way and Starboard Way, Boston, MA 02210",,"Silver Line Way - Silver Line - South Station","42.347241","-71.038801","Boston","Silver Line Way","Silver Line Way"
"7520",,"Felton Street",,"42.453255","-71.019501","Saugus","177 Essex St opp Felton St","Essex Street"
"3731",,"Faxon Park Road",,"42.242141","-70.994245","Quincy","Quincy Ave opp Faxon Park Rd","Quincy Avenue"
"node-spmnl-mfareunpaid",,,"Science Park/West End - Unpaid side of fare gates","42.366854","-71.067755","Boston","Science Park/West End",
"2824",,"Dunstable Street",,"42.378076","-71.067792","Boston","Main St @ Dunstable St","Main Street"
"place-prmnl","Huntington Ave and Belvidere St, Boston, MA 02199",,,"42.34557","-71.081696","Boston","Prudential",
"node-state-oldstateogministairs-street",,,"State - Top of stairs between Bowdoin platform, Oak Grove platform landing and State St, Devonshire St",,,"Boston","State",
"node-aqucl-wbatlanticstairs-platform",,,"Aquarium - Bottom of stairs between platform and Atlantic Avenue",,,"Boston","Aquarium",
"2554",,"Franklin Street",,"42.361884","-71.130488","Boston","N Harvard St @ Franklin St","North Harvard Street"
"WML-0091-B1",,,"West Newton - Commuter Rail Boston Shuttle","42.347997","-71.228833","Newton","West Newton",
"5385",,"Bryant Street",,"42.423005","-71.050842","Malden","Newland St @ Bryant St","Newland Street"
"place-DB-2205","Fairmount Ave and Truman Hwy, Hyde Park, MA 02136",,,"42.253638","-71.11927","Boston","Fairmount",
"4707",,,,"42.448802","-70.96405","Lynn","777 Lynnway","Lynnway"
"2290",,"Hobbs Court",,"42.422001","-71.172726","Arlington","Massachusetts Ave @ Hobbs Ct","Massachusetts Avenue"
"8338",,,,"42.436273","-71.031803","Malden","Kennedy Dr @ Bldg 184","Kennedy Drive"
"node-736-bottom",,,"Quincy Adams - Bottom of Elevator 736 between lobby and platform","42.233325","-71.006909","Quincy","Quincy Adams",
"node-967-sbplatform",,,"State - Top of Elevator 967 between Oak Grove platform and Wonderland platform, Forest Hills passageway",,,"Boston","State",
"2673",,"Willow Avenue",,"42.394211","-71.11695","Somerville","Highland Ave @ Willow Ave","Highland Avenue"
"1104",,"Vineland Street",,"42.357","-71.152801","Boston","N Beacon St opp Vineland St","North Beacon Street"
"node-prmnl-wbstair-platform",,,"Prudential - Bottom of Heath Street stairs",,,"Boston","Prudential",
"9246",,"Green Street",,"42.491692","-71.068655","Wakefield","Main St @ Green St","Main Street"
"99991",,"Bardwell Street",,"42.308378","-71.115619","Boston","South St @ Bardwell St","South Street"
"node-910-top",,,"North Station - Top of Elevator 910 between Lechmere & North platform and Forest Hills, Copley & West platforms","42.365187","-71.060207","Boston","North Station",
"8904",,"Kendall Park",,"42.384792","-71.241094","Waltham","Bacon St @ Varnum Pk","Bacon Street"
"35830",,"Raymond Road",,"42.414841","-71.01586","Revere","104 Constitution Ave","Constitution Avenue"
"7900",,,,"42.473709","-71.248316","Lexington","Bedford St opp Eldred St","Bedford Street"
"8229",,"Wilmington Road",,"42.518332","-71.210048","Burlington","Cambridge St opp Wilmington Rd","Cambridge Street"
"node-armnl-ebstairs-lobby",,,"Arlington - Top of eastbound stairs",,,"Boston","Arlington",
"111159",,"Gallop Hill Road",,"42.302958","-70.902498","Hull","Spring St from Main St to Nantasket Ave (FLAG)","Spring Street"
"70125",,,"Warren Street - Green Line - (B) Boston College","42.348819","-71.140051","Boston","Warren Street",
"78988",,"Bedford Street",,"42.476167","-71.252434","Lexington","Hartwell Ave opp Westview St","Hartwell Avenue"
"7511",,"Knowles Avenue",,"42.45552","-71.008719","Saugus","Central St @ Knowles Ave","Central Street"
"6847",,"Harvest Street",,"42.479906","-70.934256","Lynn","Eastern Ave @ Harvest St","Eastern Avenue"
"5380",,"Daniels Street",,"42.427786","-71.052092","Malden","Willow St @ Daniels St","Willow Street"
"6849",,"Glenwood Street",,"42.482807","-70.938501","Lynn","Eastern Ave @ Glenwood St","Eastern Avenue"
"door-bomnl-main",,,"Bowdoin - Cambridge St","42.36135","-71.061971","Boston","Bowdoin - Cambridge St",
"NEC-2203",,,"Hyde Park - Commuter Rail","42.25503","-71.125526","Boston","Hyde Park",
"7792",,"Nutting Road",,"42.402189","-71.235069","Waltham","Lake St @ Lexington St","Lake Street"
"node-dwnxg-sbsumexitfare-unpaid",,,"Downtown Crossing - Outside of exit-only doors from Ashmont/Braintree platform",,,"Boston","Downtown Crossing",
"node-armnl-wbstairs-platform",,,"Arlington - Bottom of westbound stairs",,,"Boston","Arlington",
"node-ccmnl-305-lobby",,,"Community College - Top of Escalator 305",,,"Boston","Community College",
"NB-0064-B0",,,"Roslindale Village - Commuter Rail Outbound Shuttle - Belgrade Ave @ Robert St","42.286921","-71.130665","Boston","Roslindale Village - Belgrade Ave @ Robert St",
"5298",,"Ellis Avenue",,"42.40156","-71.105696","Medford","Main St @ Medford St","Main Street"
"134",,"Boston Street",,"42.320775","-71.061892","Boston","Massachusetts Ave @ Columbia Rd","Massachusetts Avenue"
"3417",,"Pleasant Street",,"42.240659","-71.006097","Quincy","Water St @ Liberty St","Water Street"
"node-north-crgates-main-fareunpaid",,,"North Station - Unpaid side of fare gates",,,"Boston","North Station",
"534",,"Van Winkle Street",,"42.281939","-71.065287","Boston","Dorchester Ave @ Van Winkle St","Dorchester Avenue"
"7570",,"Assembly Drive",,"42.456506","-71.009012","Saugus","Central St @ Assembly Dr","Central Street"
"9000",,"Kimball Street",,"42.439874","-71.054012","Malden","Sylvan St @ Kimball St","Sylvan Street"
"6144",,"Porter Street",,"42.472424","-70.93308","Lynn","Essex St opp Porter St","Essex Street"
"6162",,"Riverview Avenue",,"42.491186","-70.894967","Salem","Loring Ave opp Riverview St","Loring Avenue"
"5316",,"George Street",,"42.411952","-71.110529","Medford","Main St opp George St","Main Street"
"node-dwnxg-113fare-paid",,,"Downtown Crossing - Paid side of exit-only gate",,,"Boston","Downtown Crossing",
"place-wrnst","Commonwealth Ave and Warren St, Boston, MA",,,"42.348343","-71.140457","Boston","Warren Street",
"4019",,,,"42.220488","-71.023648","Braintree","S Shore Plaza @ Garage",
"7110",,"Hill Street",,"42.569939","-70.891351","Beverly","Cabot St opp Hill St","Cabot Street"
"9305",,"Linda Road",,"42.512674","-71.084649","Wakefield","North Ave @ Wolcott St","North Avenue"
"door-sull-main",,,"Sullivan Square - Buses, Parking, Street","42.384309","-71.076635","Boston","Sullivan Square - Buses, Parking, Street",
"node-knncl-backnbstair-platform",,,"Kendall/MIT - Stairs platform level","42.362628","-71.086204","Cambridge","Kendall/MIT",
"23151",,"Upland Road",,"42.388034","-71.119253","Cambridge","Massachusetts Ave @ Porter Red Line Sta","Massachusetts Avenue"
"48337",,"Salem Street",,"42.437662","-71.025214","Malden","Kennedy Dr @ Salem St","Kennedy Drive"
"1260",,,,"42.328326","-71.097159","Boston","Columbus Ave @ New Cedar St","Columbus Avenue"
"7217",,"Glenwood Street",,"42.482498","-70.938221","Lynn","Eastern Ave @ Glenwood St","Eastern Avenue"
"place-babck","Commonwealth Ave and Babcock St, Boston, MA 02215",,,"42.351616","-71.119924","Boston","Babcock Street",
"7874",,"Waltham Street",,"42.440954","-71.232643","Lexington","Worthen Rd @ Waltham St","Worthen Road"
"74637",,"Central Avenue","Eastern Avenue - Silver Line - SL3 Chelsea","42.388476","-71.023829","Chelsea","Eastern Avenue","Chelsea Busway"
"3476",,"Arlington Street",,"42.264971","-71.020386","Quincy","Beale St @ Arlington St","Beale Street"
"2807",,"Beech Street",,"42.273537","-71.129374","Boston","Poplar St @ Beech St","Poplar Street"
"node-welln-farepaid",,,"Wellington - Paid side of fare gates","42.40228","-71.077111","Medford","Wellington",
"7309",,"Albany Street",,"42.467692","-70.957421","Lynn","Franklin St @ Albany St","Franklin Street"
"8504",,"Beacon Street",,"42.329848","-71.194786","Newton","Centre St @ Beacon St","Centre Street"
"1553",,"Oakland Road Extension",,"42.326067","-71.120199","Brookline","High St @ Highland Rd","High Street"
"42430",,"Richard Road",,"42.151667","-71.044329","Randolph","S Main St @ Richard Rd","South Main Street"
"109820",,"Veterans Road",,"42.372456","-70.97191","Winthrop","Washington Ave opp Veterans Rd","Washington Avenue"
"WML-0035",,,"Boston Landing - Commuter Rail","42.357293","-71.139883","Boston","Boston Landing",
"2143",,"Edgemoor Road",,"42.392231","-71.163816","Belmont","Concord Ave @ Edgemoor Rd","Concord Avenue"
"47620",,"Ellis Avenue",,"42.210489","-71.191213","Norwood","Washington St @ Ellis Ave","Washington Street"
"5087",,"Blomerth Street",,"42.436858","-71.086866","Medford","Highland Ave @ Blomerth St","Highland Avenue"
"412",,"Crawford Street",,"42.310421","-71.083262","Boston","Warren St @ Crawford St","Warren Street"
"5252",,"Fletcher Street",,"42.291384","-71.139718","Boston","Centre St @ Fletcher St","Centre Street"
"3223",,"Freeman Street",,"42.275692","-71.021451","Quincy","Billings Rd @ Freeman St","Billings Road"
"8450",,,,"42.474968","-71.249636","Lexington","Bedford St @ National Guard Armory","Bedford Street"
"1520",,"Boylston Street",,"42.343808","-71.10228","Boston","Brookline Ave @ Park Dr","Brookline Avenue"
"374",,"Westcott Street",,"42.292015","-71.077978","Boston","Talbot Ave @ Talbot Station","Talbot Avenue"
"96459",,"American Legion Highway",,"42.278688","-71.116096","Boston","Cummins Hwy @ American Legion Hwy","Cummins Highway"
"90620",,"East Street",,"42.218878","-71.188252","Westwood","Washington St @ School St","Washington Street"
"2865",,"North Mead Street",,"42.381137","-71.066955","Boston","Bunker Hill St @ N Mead St","Bunker Hill Street"
"4672",,"Orne Street",,"42.528967","-70.90425","Salem","North St @ School St","North Street"
"FR-0167-B",,,"Lincoln - Commuter Rail Shuttle","42.414846","-71.326243","Lincoln","Lincoln",
"node-asmnl-rdexstair-platform",,,"Ashmont - Bottom of stairs from Red Line platform to busway","42.284398","-71.063827","Boston","Ashmont",
"door-eliot-boylws",,,"Eliot - Boylston St Westbound (Stairs)","42.318488","-71.215831","Newton","Eliot - Boylston St Westbound (Stairs)",
"Boat-Long-South","Long Wharf near Old Atlantic Ave, Boston, MA 02110",,"Long Wharf (South) - Charlestown Ferry","42.359448","-71.050498","Boston","Long Wharf (South)",
"6615",,"Wendell Road",,"42.425412","-70.935968","Nahant","Castle Rd opp Wendell Rd","Castle Road"
"86933",,"Philips Terrace",,"42.37633","-71.258031","Waltham","1164 Main St @ Philips Ter","Main Street"
"node-rsmnl-wstairs-platform",,,"Reservoir - Bottom of stairs for Riverside","42.335184","-71.148618","Brookline","Reservoir",
"door-mvbcl-lewis",,,"Maverick - Lewis Mall","42.368275","-71.040539","Boston","Maverick - Lewis Mall",
