id,address,at_street,description,latitude,longitude,municipality,name,on_street
"9006",,"Bratley Street",,"42.442778","-71.051561","Melrose","Lebanon St @ Bratley St","Lebanon Street"
"5360",,"Winthrop Street",,"42.420885","-71.056916","Malden","Ferry St @ Harvard St","Ferry Street"
"3278",,"Lee Street",,"42.262173","-70.973914","Quincy","Sea St @ Post Island Rd","Sea Street"
"node-922-lobby",,,"Chinatown - Bottom of Forest Hills elevator","42.352456","-71.062935","Boston","Chinatown",
"node-722-gl",,,"Government Center - Top of elevator between Green Line and Blue Line",,,"Boston","Government Center",
"WML-0177-B1",,"Washington Street","Natick Center - Commuter Rail Boston Shuttle - South Ave @ Washington St","42.28529","-71.34666","Natick","Natick Center - South Ave @ Washington St","South Avenue"
"4886",,"Michigan Avenue",,"42.467404","-70.924804","Lynn","Ocean St @ Michigan Ave","Ocean Street"
"5868",,"Marion Street",,"42.376029","-71.035676","Boston","Bennington St @ Marion St","Bennington Street"
"2853",,"Robert Lowney Way",,"42.375894","-71.056288","Boston","Bunker Hill St @ Lowney Way","Bunker Hill Street"
"440",,"Nelson Street",,"42.283529","-71.083184","Boston","Norfolk St opp Nelson St","Norfolk Street"
"2256",,"Schouler Court",,"42.417292","-71.163646","Arlington","Massachusetts Ave @ Lockeland Ave","Massachusetts Avenue"
"89339",,"Vernon Street",,"42.37381","-71.250028","Waltham","59 South St","South Street"
"5742",,"Havre Street",,"42.372502","-71.038958","Boston","Meridian St @ Havre St","Meridian Street"
"508",,"Arbella Road",,"42.278276","-71.076598","Boston","Gallivan Blvd opp Arbella Rd","Gallivan Boulevard"
"place-ER-0312","70 Railroad Ave, Rowley, MA 01969",,,"42.726845","-70.859034","Rowley","Rowley",
"node-harsq-sbstair-sbs",,,"Harvard - Bottom of southern stairs between Red Line platforms","42.374696","-71.118872","Cambridge","Harvard",
"76495",,"Cummins Highway",,"42.282674","-71.119055","Boston","515 Hyde Park Ave","Hyde Park Avenue"
"8439",,,,"42.453596","-71.232967","Lexington","57 Bedford St","Bedford Street"
"11071",,"Arthur Street",,"42.356347","-71.141144","Boston","Guest St @ Arthur St - Stop & Shop","Guest Street"
"15045",,"Second Street",,"42.393744","-71.042282","Chelsea","Spruce St @ Second St","Spruce Street"
"590",,"Wichita Terrace",,"42.271985","-71.070623","Boston","River St opp Wichita Ter","River Street"
"node-ccmnl-305-platform",,,"Community College - Bottom of Escalator 305",,,"Boston","Community College",
"Manchester-S",,,"Manchester - Commuter Rail Shuttle - Parking Lot","42.574016","-70.768962","Manchester","Manchester - Parking Lot",
"node-chmnl-sbstairs-lobby",,,"Charles/MGH - Bottom of Ashmont/Braintree platform stairs","42.361028","-71.070475","Boston","Charles/MGH",
"6644",,,,"42.42796","-70.930061","Nahant","Nahant Rd @ Spring Rd","Nahant Road"
"4914",,"Burrill Street",,"42.46834","-70.917452","Swampscott","Humphrey St @ Monument Ave","Humphrey Street"
"node-north-valentiexite-farepaid",,,"North Station - Paid side of fare gates","42.365125","-71.059868","Boston","North Station",
"527",,"Wildwood Street",,"42.282734","-71.088905","Boston","Morton St @ Wildwood St","Morton Street"
"95",,"Beacon Street",,"42.350773","-71.089334","Boston","Massachusetts Ave @ Beacon St","Massachusetts Avenue"
"111258",,,,"42.245593","-70.882668","Hingham","Summer St from Water St to Cushing Way (FLAG)","Summer Street"
"node-mgngl-stairs-top",,,"Magoun Square - Top of stairs","42.393721","-71.106436","Somerville","Magoun Square",
"109828",,"Grovers Avenue",,"42.384521","-70.973152","Winthrop","Crest Ave @ Grovers Ave","Crest Avenue"
"6950",,"Clark Street",,"42.45929","-71.140231","Winchester","Main St @ Clark St","Main Street"
"CM-0493-S",,,"Wareham Village - CapeFLYER - Track 1 (All Trains)","41.7604","-70.7171","Wareham","Wareham Village",
"111660",,"Sherman Street",,"42.158794","-71.144918","Canton","Washington St - Canton Ctr Sta to Pequit St (FLAG)","Washington Street"
"7377",,"Margin Street",,"42.458381","-70.976182","Lynn","Summer St opp Margin St","Summer Street"
"3314",,"Bowes Avenue",,"42.25547","-70.968285","Quincy","Palmer St @ Bowes Ave","Palmer Street"
"8855",,"Mountain Street",,"42.514716","-71.161074","Woburn","Main St @ Mountain St","Main Street"
"door-wlsta-beale",,,"Wollaston - Beale Street, drop-off/pick-up","42.266639","-71.019948","Quincy","Wollaston - Beale Street, drop-off/pick-up",
"2410",,"Winthrop Street",,"42.411509","-71.121651","Medford","Boston Ave @ Winthrop St","Boston Avenue"
"1141",,"New Heath Street",,"42.326102","-71.096534","Boston","Centre St opp New Heath St","Centre Street"
"9070220",,,"Coolidge Corner - Green Line Park Street & North Shuttle","42.34182","-71.121669","Brookline","Coolidge Corner",
"node-alfcl-russellstairs-bottom",,,"Alewife - Bottom of stairs between Russell Field lobby and Red Line platform","42.396172","-71.140046","Cambridge","Alewife",
"5475",,"Bellvale Street",,"42.431136","-71.030993","Malden","1388 Eastern Ave opp Bellvale St","Eastern Avenue"
"node-davis-colstairlow-lobby",,,"Davis - Bottom of stairs for College Avenue",,,"Somerville","Davis",
"FR-0064-B0",,,"Belmont - Commuter Rail Outbound Shuttle","42.396338","-71.176343","Belmont","Belmont",
"8474",,"June Lane",,"42.294441","-71.179479","Newton","Spiers Rd @ June Ln","Spiers Road"
"23537",,"Gould Road",,"42.409072","-71.159217","Arlington","Pleasant St @ Kensington St","Pleasant Street"
"node-crtst-ssmain-fareunpaid",,,"Courthouse - Unpaid side of South Station fare gates",,,"Boston","Courthouse",
"4669",,"Nursery Street",,"42.530759","-70.908772","Salem","North St opp Nursery St","North Street"
"node-sstat-420stair-middle",,,"South Station - Top of stairs for Alewife",,,"Boston","South Station",
"471",,,,"42.307823","-71.082867","Boston","Washington St @ Blue Hill Ave","Washington Street"
"1058",,"Kinnaird Street",,"42.363736","-71.108992","Cambridge","River St opp Kinnaird St","River Street"
"792",,"Penfield Street",,"42.286241","-71.135028","Boston","Belgrade Ave @ Penfield St","Belgrade Avenue"
"7400",,"Foss Avenue",,"42.449498","-71.006013","Saugus","Lincoln Ave @ Oak Hill Rd","Lincoln Avenue"
"place-MM-0186","150 Spark St, Brockton, MA 02302",,,"42.106555","-71.022001","Brockton","Montello",
"node-438-platform",,,"Ashmont - Bottom of escalator from Red Line platform to Mattapan Line, busway","42.284128","-71.063672","Boston","Ashmont",
"292",,"C Street",,"42.337181","-71.055242","Boston","W 7th St @ C St","West Seventh Street"
"node-432-lobby",,,"Kenmore - Top of escalator from Park Street & North platform",,,"Boston","Kenmore",
"node-chels-thirdnorth-top",,,"Chelsea - Top of ramp between Third St and Boston-bound platform","42.397625","-71.043811","Chelsea","Chelsea",
"6643",,"Antigo Way",,"42.428078","-70.92844","Nahant","Nahant Rd @ Antigo Way","Nahant Road"
"9124",,"Common Street",,"42.478964","-71.151609","Woburn","Main St @ Montvale Ave","Main Street"
"3341",,"Furnace Brook Parkway",,"42.244486","-71.025035","Quincy","Copeland St @ Furnace Brook Pwky","Copeland Street"
"473",,"Columbia Road",,"42.305298","-71.080324","Boston","Washington St @ Columbia Rd","Washington Street"
"node-north-crgates-west-farepaid",,,"North Station - Paid side of fare gates",,,"Boston","North Station",
"5317",,"Summer Street",,"42.413807","-71.110636","Medford","160 Main St","Main Street"
"node-boyls-out-farepaid",,,"Boylston - Paid side of fare gates",,,"Boston","Boylston",
"61867",,"Richards Street",,"42.24336","-71.176993","Dedham","Washington St @ Metcalf St","Washington Street"
"86180",,"Old Bedford Road",,"42.457593","-71.289706","Lincoln","Hanscom Field Dr @ Old Bedford Rd","Hanscom Drive"
"12145",,"Fresh Pond Place",,"42.380718","-71.153669","Cambridge","Fresh Pond Golf Course","Huron Avenue"
"70009",,,"Roxbury Crossing - Orange Line - Oak Grove","42.33064","-71.09604","Boston","Roxbury Crossing",
"node-brntn-crramp-bottom",,,"Braintree - Bottom of Commuter Rail platform ramp","42.207966","-71.001287","Braintree","Braintree",
"node-lbusstairs-lower",,,"Sullivan Square - Bottom of stairs for lower busway",,,"Boston","Sullivan Square",
"86459",,"Pleasantview Street",,"42.27504","-71.110236","Boston","Cummins Hwy opp Pleasantview St","Cummins Highway"
"2006",,"Jamaica Street",,"42.306131","-71.115091","Boston","South St @ Jamaica St","South Street"
"74634",,,"Box District - Silver Line - SL3 South Station","42.394018","-71.028439","Chelsea","Box District","Chelsea Busway"
"node-830-platform",,,"JFK/UMass - Bottom of elevator between Braintree, Alewife platform and lobby","42.320576","-71.052273","Boston","JFK/UMass",
"door-crtst-south",,,"Courthouse - Thomson Pl, Seaport Blvd","42.352247","-71.046901","Boston","Courthouse - Thomson Pl, Seaport Blvd",
"place-NEC-1851","100 Gaspee St, Providence, RI 02903",,,"41.829293","-71.413301","Providence","Providence",
"3413",,"Roberts Street",,"42.24195","-71.013466","Quincy","Water St @ Roberts St","Water Street"
"door-bcnfd-bcnfield",,,"Beaconsfield - Beaconsfield Rd","42.335788","-71.13993","Brookline","Beaconsfield - Beaconsfield Rd",
"1677",,"Rehabilation Way",,"42.461148","-71.1663","Woburn","Cambridge Rd @ Rehabilitation Way","Cambridge Street"
"node-aqucl-atlfarepaid",,,"Aquarium - Paid side of fare gates",,,"Boston","Aquarium",
"1311",,"School Street",,"42.335832","-71.120492","Brookline","Harvard St @ School St","Harvard Street"
"9070169",,,"Newton Highlands - Green Line Shuttle - Walnut St","42.32176","-71.20616","Newton","Newton Highlands - Walnut St","Walnut Street"
"1682",,,,"42.466164","-71.176458","Woburn","Cambridge Rd @ Litchfield Dr","Cambridge Street"
"70258",,,"Back of the Hill - Green Line - Park Street & North","42.329399","-71.110931","Boston","Back of the Hill",
"3225",,"Calumet Street",,"42.276961","-71.018374","Quincy","Billings Rd @ Calumet St","Billings Road"
"WR-0085-B1",,"Forest Street","Greenwood - Commuter Rail Boston Shuttle - Main St @ Forest St","42.484184","-71.06779","Wakefield","Greenwood - Main St @ Forest St","Main Street"
"6161",,"Oak View Avenue",,"42.490025","-70.89642","Salem","Opp 446 Loring Ave","Loring Avenue"
"8181",,"Fifth Avenue",,"42.363114","-71.191223","Watertown","Watertown St @ Fifth St","Watertown Street"
"node-masta-camdstair-platform",,,"Massachusetts Avenue - Bottom of Camden St stairs","42.340493","-71.084657","Boston","Massachusetts Avenue",
"7336",,"Gallo Road",,"42.504799","-70.981115","Lynn","Lynnfield St opp Gallo Rd","Lynnfield Street"
"2635",,"Weston Avenue",,"42.403963","-71.128532","Somerville","Broadway @ Dickson St","Broadway"
"8636",,"Meriam Street",,"42.448327","-71.229185","Lexington","Massachusetts Ave opp Meriam St","Massachusetts Avenue"
"7477",,"Franklin Street",,"42.464444","-71.016751","Saugus","Main St @ Newhall Ave","Main Street"
"node-dwnxg-macysramp-lobby",,,"Downtown Crossing - Bottom of ramp between Macy's and Summer Street Concourse",,,"Boston","Downtown Crossing",
"498",,"Arbella Road",,"42.278452","-71.076948","Boston","Gallivan Blvd @ Arbella Rd","Gallivan Boulevard"
"82851",,"Page Road",,"42.353395","-71.208103","Newton","Walnut St @ Page Rd","Walnut Street"
"3547",,"Beal Street",,"42.247765","-70.927334","Hingham","Lincoln St @ Beal St","Lincoln Street"
"13836",,"Tara Drive",,"42.193976","-70.949666","Weymouth","Middle St @ Dixon St","Middle Street"
"2849",,"Green Street",,"42.378716","-71.062002","Boston","Bunker Hill St @ Green St","Bunker Hill Street"
"82134",,"Saint Mary Street",,"42.310029","-71.231303","Needham","Central Ave @ Saint Mary St","Central Avenue"
"66721",,"Washington Street",,"42.463901","-70.946636","Lynn","Oxford St @ Washington St","Oxford Street"
"29253",,"Prescott Street",,"42.521793","-71.107921","Reading","Lincoln St @ Reading Depot","Lincoln Street"
"125",,"Clapp Street",,"42.323479","-71.063945","Boston","Massachusetts Ave @ Clapp St","Massachusetts Avenue"
"3354",,"Adams Street",,"42.255874","-71.032637","Quincy","Robertson St @ Adams St","Robertson Street"
"3881",,"Peach Street",,"42.185997","-71.008626","Braintree","Washington St opp Peach St","Washington Street"
"2413",,,,"42.415566","-71.127804","Medford","196 Boston Ave opp Stoughton St","Boston Avenue"
"node-chncl-ogfareunpaid",,,"Chinatown - Unpaid side of fare gates",,,"Boston","Chinatown",
"4239",,"Woodlawn Road",,"42.143671","-71.04113","Randolph","S Main St @ Woodlawn Rd","South Main Street"
"5327",,,"Malden Center - East Busway Platform 2","42.426507","-71.073919","Malden","Malden Center","Busway"
"node-rbmnl-885stair-platform",,,"Revere Beach - Bottom of stairs between Wonderland platform and lobby","42.408005","-70.992465","Revere","Revere Beach",
"70107",,,"Boston College - Green Line - Exit Only","42.34024","-71.166849","Boston","Boston College",
"5644",,"Francis Street",,"42.402773","-71.043325","Everett","Chelsea St opp Francis St","Chelsea Street"
"7253",,"Bowler Street",,"42.478089","-70.950953","Lynn","Chestnut St @ Maple St","Chestnut Street"
"Union Square-02",,,"Union Square - Green Line - Track 2","42.37699","-71.093993","Somerville","Union Square",
"29009",,,"Sullivan Square - Lower Busway Berth B2","42.383661","-71.076353","Boston","Sullivan Square","Busway"
"22671",,"Lafayette Street",,"42.401638","-71.137324","Arlington","Massachusetts Ave @ Lafayette St","Massachusetts Avenue"
"5234",,"Brookley Road",,"42.304717","-71.109133","Boston","Washington St @ Brookley Rd","Washington Street"
"9153",,"Marine Street",,"42.414666","-71.100884","Medford","Riverside Ave @ Marine St","Riverside Avenue"
"8434",,"Hillside Avenue",,"42.427816","-71.201648","Lexington","Opp 430 Massachusetts Ave","Massachusetts Avenue"
"1219",,"Centre Street",,"42.325015","-71.09808","Boston","Columbus Ave @ Centre St","Columbus Avenue"
"node-andrw-nbusstairs-lobby",,,"Andrew - Bottom of north busway entrance stairs",,,"Boston","Andrew",
"place-WR-0067","Cedar Park and West Emerson St, Melrose, MA 02176",,,"42.458768","-71.069789","Melrose","Melrose/Cedar Park",
"WR-0085-02",,,"Greenwood - Commuter Rail - Track 2 (Boston)","42.483005","-71.067247","Wakefield","Greenwood",
"8167",,"Washington Street",,"42.351779","-71.20733","Newton","Walnut St @ Washington St","Walnut Street"
"2588",,"Porter Street",,"42.385956","-71.113778","Somerville","Elm St opp Porter St","Elm Street"
"2304",,"Linnaean Street",,"42.384515","-71.119594","Cambridge","Massachusetts Ave @ Linnaean St","Massachusetts Avenue"
"26137",,"Empire Street",,"42.471201","-70.929601","Lynn","Brookline St @ Marshall School","Brookline Street"
"7856",,"Watertown Street",,"42.360915","-71.200206","Newton","Chapel St @ Watertown St","Chapel Street"
"node-harsq-sqlowstair-lobby",,,"Harvard - Bottom of stairs between Harvard Square landing and lobby","42.373516","-71.118892","Cambridge","Harvard",
"5287",,"Allen Court",,"42.419658","-71.101701","Medford","Salem St @ Allen Ct","Salem Street"
"70099",,,"Wollaston - Red Line - Braintree","42.266762","-71.020542","Quincy","Wollaston",
"7438",,"Bates Street",,"42.452929","-70.991676","Saugus","Lincoln Ave @ Bates St","Lincoln Avenue"
"6394",,"Vose Avenue",,"42.255414","-71.112847","Boston","Beacon St @ Metropolitan Ave","Beacon Street"
"143",,"Clarendon Street",,"42.350593","-71.075289","Boston","Boylston St @ Clarendon St","Boylston Street"
"node-hymnl-wbstairs-lobby",,,"Hynes Convention Center - Top of stairs for Kenmore & West",,,"Boston","Hynes Convention Center",
"4840",,"Anderson Street",,"42.501216","-70.857591","Marblehead","Pleasant St @ Anderson St","Pleasant Street"
"node-qamnl-fareunpaid",,,"Quincy Adams - Unpaid side of fare gates","42.23317","-71.00706","Quincy","Quincy Adams",
"door-north-crcanal",,,"North Station - Causeway St, Canal St","42.365975","-71.061759","Boston","North Station - Causeway St, Canal St",
"7807",,"Bridge Street",,"42.366533","-71.204886","Watertown","Pleasant St @ Bridge St","Pleasant Street"
"49924",,"Willow Street",,"42.4732","-71.17253","Woburn","Lexington St @ Willow St","Lexington Street"
"node-qamnl-sgaragestairs-ground",,,"Quincy Adams - Ground floor of south garage stairs","42.23305","-71.007184","Quincy","Quincy Adams",
"2778",,"Myrtle Street",,"42.381576","-71.084037","Somerville","Washington St opp Myrtle St","Washington Street"
"631",,"Beech Street",,"42.278207","-71.137033","Boston","Washington St @ Beech St","Washington Street"
"78471",,"Jackson Street",,"42.374086","-71.231227","Waltham","River St @ Jackson St","River Street"
"node-andrw-nobstairs-platform",,,"Andrew - Bottom of north outbound stairs",,,"Boston","Andrew",
"3913",,"Arbutus Avenue",,"42.178209","-71.014478","Braintree","Washington St @ Arbutus Ave","Washington Street"
"5546",,"McLeavey Street",,"42.415021","-71.030613","Revere","Park Ave @ McLeavey St","Park Avenue"
"node-dwnxg-nbsumexitfare-unpaid",,,"Downtown Crossing - Outside of exit-only doors from Alewife platform",,,"Boston","Downtown Crossing",
"81449",,,,"42.311334","-71.228521","Needham","Central Ave @ Reservoir St","Central Avenue"
"3108",,"Hobart Street",,"42.267225","-71.028405","Quincy","Highland Ave @ Hobart Ave","Highland Avenue"
"node-qamnl-busway-centerdoor",,,"Quincy Adams - Center door between lobby and busway","42.233158","-71.00723","Quincy","Quincy Adams",
"7522",,,,"42.456888","-71.020804","Saugus","Vine St @ Crescent Ave","Vine Street"
"4920",,"MacArthur Road",,"42.506926","-70.951438","Peabody","Lynn St @ MacArthur Rd","Lynn Street"
"76593",,"Washington Avenue",,"42.363169","-71.238784","Waltham","Moody St @ Washington Ave","Moody Street"
"9955",,"Newmarket Square",,"42.331049","-71.064668","Boston","240 Southampton St","Southampton Street"
"2416",,"Holton Street",,"42.41885","-71.132833","Medford","Boston Ave @ Holton St","Boston Avenue"
"MM-0186-CS",,,"Montello - Commuter Rail - Track 2","42.106555","-71.022001","Brockton","Montello",
"3107",,"North Central Avenue",,"42.266065","-71.027157","Quincy","Highland Ave @ N Central Ave","Highland Avenue"
"31618",,"Lenox Street",,"42.181775","-71.203417","Norwood","Washington St opp Lenox St","Washington Street"
"3493",,"North Central Avenue",,"42.261731","-71.024958","Quincy","Beale St @ S Central Ave","Beale Street"
"7331",,"Lebel Road",,"42.498635","-70.972963","Lynn","Lynnfield St opp Lebel Rd","Lynnfield Street"
"18244",,,,"42.476885","-71.183505","Woburn","Cambridge Rd @ Sylvanus Wood Ln","Cambridge Street"
"9070232",,,"Tappan Street - Green Line Park Street & North Shuttle","42.338364","-71.138541","Brookline","Tappan Street",
"8550",,"Walsh Road",,"42.291271","-71.19229","Newton","Wiswall Rd @ Walsh Rd","Wiswall Road"
"door-aqucl-mcknorth",,,"Aquarium - State St (North)","42.359534","-71.053183","Boston","Aquarium - State St (North)",
"8233",,"Terry Avenue",,"42.51063","-71.200582","Burlington","Cambridge St @ Terry Ave","Cambridge Street"
"7525",,"Talbot Street",,"42.462924","-71.018679","Saugus","Vine St @ Talbot St","Vine Street"
"node-fldcr-ashstair-platform",,,"Fields Corner - Top of stairs for Ashmont platform","42.300071","-71.061963","Boston","Fields Corner",
"10003",,"Randall Street",,"42.331591","-71.076237","Boston","Albany St opp Randall St","Albany Street"
"4306",,"Hillside Street",,"42.230709","-71.071033","Milton","Randolph Ave opp Hillside St","Randolph Avenue"
"1211",,"Brooks Street",,"42.352417","-71.163341","Boston","Faneuil St @ Brooks St","Faneuil Street"
"2746",,"Ellsworth Street",,"42.387146","-71.086847","Somerville","Cross St @ Ellsworth St","Cross Street"
"938",,"Saint Marys Street",,"42.349788","-71.106391","Boston","Commonwealth Ave @ St Mary's St","Commonwealth Avenue"
"61848",,"Morse Street",,"42.171325","-71.209502","Norwood","Washington St @ Morse St","Washington Street"
"49158",,,,"42.408357","-71.091567","Medford","Meadow Glen Mall @ Main Entrance",
"node-armnl-wescstairs-escalator",,,"Arlington - Top of stairs from westbound escalator",,,"Boston","Arlington",
"door-state-congress",,,"State - Congress St (North)","42.359115","-71.056699","Boston","State - Congress St (North)",
"node-919-rl",,,"South Station - Bottom of Elevator 919",,,"Boston","South Station",
"2096",,"Huron Avenue",,"42.378569","-71.147434","Cambridge","Aberdeen Ave @ Huron Ave","Aberdeen Avenue"
"2093",,"Lakeview Avenue",,"42.380926","-71.140218","Cambridge","Huron Ave @ Lakeview Ave","Huron Avenue"
"7865",,"Valley View Road",,"42.384409","-71.231462","Waltham","Beaver St @ Valley View Rd","Beaver Street"
"170137",,,"Babcock Street - Green Line - (B) Boston College","42.351695","-71.120257","Boston","Babcock Street",
"NEC-2287-06",,,"South Station - Commuter Rail - Track 6","42.351178","-71.055238","Boston","South Station",
"6861",,"Clairmont Street",,"42.487536","-70.957243","Lynn","Euclid Ave @ Clairmont St","Euclid Avenue"
"node-347-bottom",,,"Quincy Adams - Bottom of Escalator 347 from second floor of garage to fourth floor of garage","42.233139","-71.007312","Quincy","Quincy Adams",
"109875",,"Locust Street",,"42.382779","-70.973757","Winthrop","Beach Rd @ Locust St","Winthrop Shore Drive"
"899",,"Commonwealth Avenue","Kenmore - Busway","42.348918","-71.095456","Boston","Kenmore","Busway"
"7382",,,,"42.461827","-70.98224","Lynn","Summer St @ Boston St","Summer Street"
"node-sbmnl-fareunpaid",,,"Stony Brook - Unpaid side of fare gates","42.317261","-71.104088","Boston","Stony Brook",
"1499",,"West Cottage Street",,"42.321257","-71.072268","Boston","Dudley St @ W Cottage St","Dudley Street"
"node-newtn-lake-platform",,,"Newton Highlands - Bottom of ramp for Lake Avenue","42.322655","-71.205326","Newton","Newton Highlands",
"3598",,"Condito Road",,"42.251031","-70.903077","Hingham","Downer Ave @ Condito Rd","Downer Avenue"
"node-bbsta-e57stairs-lobby",,,"Back Bay - Top of Tracks 5-7 east stairs",,,"Boston","Back Bay",
"6610",,"Wilson Road",,"42.436032","-70.937335","Nahant","Nahant Rd opp Wilson Rd","Nahant Road"
"node-shmnl-syd-fareunpaid",,,"Savin Hill - Unpaid side of Sydney Street fare gates","42.310828","-71.053602","Boston","Savin Hill",
"8497",,"Hagen Road",,"42.316115","-71.194994","Newton","Parker St @ Hagen Rd","Parker Street"
"4281",,"Park Street",,"42.169405","-71.045562","Randolph","N Main St @ Park St","North Main Street"
"node-814-concourse",,,"Alewife - Concourse level of Elevator 814","42.395791","-71.141323","Cambridge","Alewife",
"place-davis","College Ave and Elm St, Somerville, MA",,,"42.39674","-71.121815","Somerville","Davis",
"338",,"Shepton Street",,"42.289355","-71.063224","Boston","Dorchester Ave @ Shepton St","Dorchester Avenue"
"node-711-plaza",,,"Wonderland - Revere Beach Plaza level of Ocean Ave elevator","42.413529","-70.99058","Revere","Wonderland",
"1485",,"Langdon Street",,"42.323849","-71.073929","Boston","Dudley St @ Langdon St","Dudley Street"
"ER-0117-02",,,"Lynn Interim - Commuter Rail - Track 2 (Boston)","42.465165","-70.940878","Lynn","Lynn Interim",
"node-807-third",,,"Quincy Adams - Third floor of garage level of Elevator 807","42.233095","-71.007194","Quincy","Quincy Adams",
"NB-0120-B1",,,"Needham Junction - Commuter Rail Boston Shuttle","42.273275","-71.235835","Needham","Needham Junction",
"16360",,"Maida Terrace",,"42.261088","-71.113314","Boston","River St @ Maida Terr","River Street"
"NHRML-0127-B",,,"Anderson/Woburn - Commuter Rail Shuttle - Busway","42.517604","-71.14387","Woburn","Anderson/Woburn - Busway",
"11736",,"Westview Street",,"42.290612","-71.086389","Boston","Ames St @ Westview St","Ames Street"
"9070230",,"Westbourne Terrace","Washington Square - Green Line Park Street & North Shuttle - 1601 Beacon St","42.33937","-71.13409","Brookline","Washington Square - 1601 Beacon St","Beacon Street"
"node-asmnl-peafareunpaid",,,"Ashmont - Unpaid side of fare gates","42.285063","-71.063999","Boston","Ashmont",
"12651",,"Oxford Street",,"42.40952","-71.139313","Arlington","Broadway @ Oxford St","Broadway"
"3799",,"Harbor Villa Avenue",,"42.230617","-70.972895","Braintree","Quincy Ave @ Hayward St","Quincy Avenue"
"70838",,,"Bowdoin - Blue Line - Exit Only","42.361365","-71.062037","Boston","Bowdoin",
"node-800-street",,,"Oak Grove - Bottom of Banks Place, busway, parking elevator","42.436976","-71.070749","Malden","Oak Grove",
"39673",,"Norman Road",,"42.234422","-70.999344","Quincy","Franklin St opp Norman Rd","Franklin Street"
"6507",,"West Street",,"42.261535","-71.1223","Boston","Hyde Park Ave @ West St","Hyde Park Avenue"
"13832",,"Adams Place",,"42.178835","-70.955265","Weymouth","780 Main St","Main Street"
"4216",,"Van Beal Road",,"42.15862","-71.0435","Randolph","S Main St @ Woodlawn St","South Main Street"
"node-NBM-0374-northstair-bridge",,,"East Taunton - Top of northern stairs between platform and pedestrian bridge","41.868368","-71.062014","Taunton","East Taunton",
"6146",,"Eastern Avenue",,"42.474534","-70.928635","Lynn","Essex St @ Eastern Ave","Essex Street"
"node-946-lobby",,,"Savin Hill - Top of elevator between platform and lobby","42.311045","-71.053449","Boston","Savin Hill",
"7464",,"Chestnut Street",,"42.456163","-70.99192","Saugus","Winter St @ Chestnut St","Winter Street"
"12301",,"Upland Road",,"42.388229","-71.119545","Cambridge","Massachusetts Ave @ Upland Rd","Massachusetts Avenue"
"8344",,"Roxana Street",,"42.25162","-71.130937","Boston","River St @ Reservation Rd","River Street"
"6140",,"Fayette Street",,"42.470634","-70.936877","Lynn","Essex St @ Fayette St","Essex Street"
"node-wondl-oceanstairs-plaza",,,"Wonderland - Top of Revere Beach Plaza stairs from Ocean Ave","42.413438","-70.990741","Revere","Wonderland",
"76734",,"Walnut Street",,"42.472924","-70.985365","Lynn","O'Callaghan Way @ Walnut St","O'Callaghan Way"
"576",,,,"42.271405","-71.080781","Boston","River St opp Duxbury Rd","River Street"
"node-892-lobby",,,"Downtown Crossing - Bottom of elevator between Washington Street, Winter Street lobby and street",,,"Boston","Downtown Crossing",
"6254",,"Steeple Street",,"42.420494","-71.015176","Revere","Malden St @ Steeple St","Malden Street"
"39671",,"Richie Road",,"42.236894","-71.001865","Quincy","Franklin St @ Richie Rd","Franklin Street"
"3077",,,,"42.28342","-71.049947","Boston","Gallivan Blvd @ opp Marsh St","Gallivan Boulevard"
"3626",,"Baker Avenue",,"42.246197","-70.97504","Quincy","Washington St @ Baker Ave","Washington Street"
"5900",,"Brooks Street",,"42.378748","-71.034853","Boston","Lexington St @ Brooks St","Lexington Street"
"DB-2240-02",,,"Talbot Avenue - Commuter Rail - Track 2 (South Station)","42.292246","-71.07814","Boston","Talbot Avenue",
"5684",,"Maple Street",,"42.39743","-71.040116","Chelsea","Everett Ave @ Maple St","Everett Avenue"
"1723",,"Babson Street",,"42.270449","-71.093479","Boston","Blue Hill Ave @ Babson St","Blue Hill Avenue"
"5746",,"White Street",,"42.380445","-71.039186","Boston","Meridian St @ White St","Meridian Street"
"1103",,"Goodenough Street",,"42.357577","-71.154024","Boston","N Beacon St @ Goodenough St","North Beacon Street"
"831",,"Stimson Road",,"42.260813","-71.159719","Boston","80 Stimson St","Stimson Street"
"node-crtst-wtcmainstair-platform",,,"Courthouse - Bottom of stairs for outbound platform",,,"Boston","Courthouse",
"29012",,,"Sullivan Square - Lower Busway Berth C3","42.384059","-71.076192","Boston","Sullivan Square","Busway"
"2779",,"Carter Street",,"42.382304","-71.078998","Boston","Cambridge St @ Carter St","Cambridge Street"
"4495",,"Ballard Street",,"42.449412","-70.980847","Saugus","Salem Tnpk @ Ballard St","Salem Turnpike"
"2906",,"Ramp - Southbound Frontage Rd To Boston St",,"42.325805","-71.058965","Boston","Boston St opp Washburn St","Boston Street"
"node-850-platform",,,"Ruggles - Bottom of Orange Line platform elevator","42.336583","-71.089568","Boston","Ruggles",
"12648",,"Allen Street",,"42.412312","-71.145561","Arlington","Broadway @ Allen St","Broadway"
"4805",,"Pickett Street",,"42.506412","-70.848066","Marblehead","Washington St @ Pickett St","Washington Street"
"6468",,"West Street",,"42.261691","-71.121992","Boston","Hyde Park Ave @ West St","Hyde Park Avenue"
"node-bomnl-fareunpaid",,,"Bowdoin - Unpaid side of fare gates",,,"Boston","Bowdoin",
